Date,Price,Open,High,Low,Vol.,Change %
03/18/2024,1235.74,1256.37,1258.38,1215.67,407.03K,-1.65%
03/15/2024,1256.42,1258.22,1264.77,1244.01,260.71K,-0.31%
03/14/2024,1260.32,1272.36,1277.29,1254.72,258.71K,-0.94%
03/13/2024,1272.28,1242.24,1272.28,1242.24,228.30K,2.42%
03/12/2024,1242.23,1233.81,1244.95,1232.4,231.98K,0.58%
03/11/2024,1235.12,1250.08,1255.3,1232.97,284.55K,-1.21%
03/08/2024,1250.2,1277.31,1281.52,1250.2,420.64K,-2.06%
03/07/2024,1276.56,1271.63,1279.92,1266.52,249.31K,0.43%
03/06/2024,1271.07,1280.38,1288.06,1264.44,290.73K,-0.71%
03/05/2024,1280.17,1269.5,1280.17,1264.84,253.29K,0.92%
03/04/2024,1268.53,1271.05,1275.36,1262.9,288.44K,0.12%
03/01/2024,1267.07,1267.31,1269.07,1258.83,256.48K,0.10%
02/29/2024,1265.75,1268.94,1276.9,1258.26,337.86K,0.03%
02/28/2024,1265.35,1252.14,1265.35,1246.63,296.53K,1.40%
02/27/2024,1247.91,1238.55,1248.24,1235.15,336.86K,1.18%
02/26/2024,1233.31,1223.83,1234.52,1220.3,249.87K,0.84%
02/23/2024,1223.09,1241.28,1256.11,1222.94,466.16K,-1.36%
02/22/2024,1239.9,1242.15,1243.58,1236.29,237.78K,-0.18%
02/21/2024,1242.08,1241.01,1248.23,1233.97,305.49K,0.03%
02/20/2024,1241.65,1241.93,1243.81,1235.86,245.24K,0.12%
02/19/2024,1240.2,1228.71,1240.2,1226.97,328.46K,1.28%
02/16/2024,1224.54,1221.31,1224.54,1217.46,209.16K,0.61%
02/15/2024,1217.12,1213.84,1226.09,1213.84,288.08K,0.36%
02/07/2024,1212.7,1201.39,1214.54,1201.04,201.30K,1.13%
02/06/2024,1199.17,1199.73,1203.83,1196.66,157.84K,0.15%
02/05/2024,1197.36,1176.74,1201.33,1176.3,293.64K,1.92%
02/02/2024,1174.76,1174.02,1178.85,1171.62,219.97K,0.12%
02/01/2024,1173.35,1165.05,1175.62,1164.77,158.51K,0.60%
01/31/2024,1166.33,1183.54,1185.27,1163.51,389.45K,-1.30%
01/30/2024,1181.71,1178.9,1182.49,1176.91,153.23K,0.22%
01/29/2024,1179.17,1184.54,1185.62,1178.29,150.51K,-0.31%
01/26/2024,1182.82,1180.02,1184.9,1180.02,141.24K,0.45%
01/25/2024,1177.52,1180.64,1180.68,1174.11,148.29K,-0.16%
01/24/2024,1179.45,1182.22,1188.11,1178.53,216.66K,-0.37%
01/23/2024,1183.85,1191.54,1193.19,1180.91,199.94K,-0.48%
01/22/2024,1189.56,1189.98,1192.57,1183.04,257.23K,0.37%
01/19/2024,1185.23,1176.62,1185.23,1176.54,220.57K,0.96%
01/18/2024,1173.91,1168.44,1175.6,1166.29,179.92K,0.63%
01/17/2024,1166.61,1169.52,1177.01,1165.32,220.04K,-0.31%
01/16/2024,1170.19,1157.85,1170.19,1155.25,198.44K,0.77%
01/15/2024,1161.3,1168.07,1172.16,1161.3,197.84K,-0.20%
01/12/2024,1163.66,1161.72,1167.94,1149.61,372.89K,0.01%
01/11/2024,1163.56,1164.8,1172.49,1159.52,258.08K,0.08%
01/10/2024,1162.68,1160.5,1168.93,1158.53,349.79K,0.21%
01/09/2024,1160.21,1163.61,1164.86,1156.01,220.97K,-0.28%
01/08/2024,1163.52,1164.43,1169.95,1159.73,234.16K,0.20%
01/05/2024,1161.14,1156.71,1161.53,1152.79,229.36K,0.41%
01/04/2024,1156.37,1145.72,1167.27,1144.57,422.18K,1.01%
01/03/2024,1144.85,1131.57,1144.85,1126.57,179.48K,1.17%
01/02/2024,1131.64,1137.11,1140.11,1129.78,184.12K,0.02%
12/29/2023,1131.46,1130.89,1136.02,1130.09,179.28K,0.26%
12/28/2023,1128.51,1116.66,1129.33,1115.17,167.22K,1.13%
12/27/2023,1115.94,1116.48,1120.56,1115.78,128.69K,0.04%
12/26/2023,1115.52,1112.4,1117.33,1111.11,151.80K,0.33%
12/25/2023,1111.86,1099.72,1113.73,1099.44,136.59K,1.31%
12/22/2023,1097.45,1097.23,1099.53,1093.19,138.26K,0.00%
12/21/2023,1097.43,1092.75,1097.82,1089.59,107.76K,0.04%
12/20/2023,1097.01,1092.29,1097.49,1088.63,117.06K,0.47%
12/19/2023,1091.87,1083.6,1091.87,1076.36,147.45K,0.66%
12/18/2023,1084.67,1098.77,1099.41,1082.8,150.82K,-1.16%
12/15/2023,1097.4,1104.94,1107.15,1097.4,180.85K,-0.64%
12/14/2023,1104.49,1111.12,1113.01,1102.67,155.39K,-0.21%
12/13/2023,1106.83,1123.34,1124.71,1105.71,190.65K,-1.28%
12/12/2023,1121.21,1119.26,1121.21,1114.98,141.87K,0.35%
12/11/2023,1117.34,1118.79,1120.07,1111.73,149.51K,0.22%
12/08/2023,1114.89,1111.28,1118.81,1109.67,209.97K,0.32%
12/07/2023,1111.35,1109.67,1115.24,1096.22,299.70K,0.19%
12/06/2023,1109.27,1101.65,1109.27,1100.14,157.26K,0.80%
12/05/2023,1100.42,1108.02,1109.48,1097.05,155.06K,-0.61%
12/04/2023,1107.16,1094.42,1111.9,1093.85,261.89K,1.54%
12/01/2023,1090.39,1088.07,1091.17,1077.33,123.45K,0.80%
11/30/2023,1081.7,1091.44,1097.22,1081.7,141.11K,-1.05%
11/29/2023,1093.16,1090.14,1097.42,1087.95,122.22K,0.43%
11/28/2023,1088.51,1078.86,1089.4,1068.24,132.91K,0.94%
11/27/2023,1078.42,1086.89,1088.03,1076.62,127.26K,-0.82%
11/24/2023,1087.34,1085.26,1087.34,1068.59,188.23K,0.43%
11/23/2023,1082.68,1111.93,1114.87,1082.68,170.08K,-2.44%
11/22/2023,1109.8,1109.31,1112.98,1098.21,152.39K,0.11%
11/21/2023,1108.6,1103.6,1113.69,1102.33,128.42K,0.52%
11/20/2023,1102.85,1091.66,1114.63,1085.74,172.46K,-0.06%
11/17/2023,1103.53,1135.52,1137.73,1096.44,260.94K,-2.57%
11/16/2023,1132.6,1128.57,1132.6,1123.29,140.29K,0.06%
11/15/2023,1131.9,1130.53,1144.88,1128.64,271.85K,1.13%
11/14/2023,1119.28,1112.37,1124.76,1109.79,222.67K,1.13%
11/13/2023,1106.72,1109.14,1114.41,1099.18,185.21K,-0.21%
11/10/2023,1109.05,1113.38,1123.66,1107.51,205.94K,-1.24%
11/09/2023,1122.95,1130.64,1137.05,1122.72,231.99K,-0.62%
11/08/2023,1129.95,1092.51,1129.95,1086.85,233.46K,3.41%
11/07/2023,1092.71,1100.4,1101.7,1091.38,133.87K,-0.98%
11/06/2023,1103.52,1094.14,1104.04,1093.62,169.81K,1.60%
11/03/2023,1086.19,1088.31,1095.71,1082.83,203.95K,-0.12%
11/02/2023,1087.5,1052.14,1087.5,1052.14,195.22K,3.41%
11/01/2023,1051.65,1038.9,1051.65,1034.04,166.56K,1.18%
10/31/2023,1039.38,1049.56,1053.05,1034.12,192.35K,-0.79%
10/30/2023,1047.63,1063.14,1066.38,1047.63,130.43K,-1.87%
10/27/2023,1067.57,1070.98,1074.01,1050.32,169.71K,0.25%
10/26/2023,1064.95,1092.56,1094.96,1056.32,311.84K,-4.34%
10/25/2023,1113.32,1117.92,1124.85,1113.28,105.62K,-0.34%
10/24/2023,1117.12,1109.18,1121.39,1102.05,111.13K,0.93%
10/23/2023,1106.85,1122.73,1123.28,1099.34,131.29K,-1.50%
10/20/2023,1123.69,1104.83,1125.63,1094.78,154.96K,1.70%
10/19/2023,1104.89,1126.67,1126.86,1104.89,166.99K,-1.84%
10/18/2023,1125.56,1143.95,1144.89,1108.68,233.69K,-1.36%
10/17/2023,1141.03,1157.63,1160.3,1141.03,141.76K,-1.06%
10/16/2023,1153.21,1165.75,1168.02,1151.13,173.24K,-1.15%
10/13/2023,1166.66,1158.34,1167.61,1152.58,149.21K,0.10%
10/12/2023,1165.49,1167.62,1172.14,1162,142.88K,-0.15%
10/11/2023,1167.29,1161.87,1167.29,1154.45,113.75K,0.60%
10/10/2023,1160.28,1153.05,1163.47,1153.05,155.50K,0.86%
10/09/2023,1150.37,1139.07,1150.37,1135.67,146.63K,0.93%
10/06/2023,1139.78,1125.62,1141.93,1120.28,137.58K,1.36%
10/05/2023,1124.48,1141.22,1143.34,1124.48,131.35K,-1.23%
10/04/2023,1138.54,1129.15,1146.21,1118.74,159.11K,0.68%
10/03/2023,1130.89,1156.86,1158.38,1128.54,260.26K,-3.11%
10/02/2023,1167.13,1166.64,1173.06,1159.16,119.87K,0.07%
09/29/2023,1166.26,1169.26,1176.77,1165.15,144.90K,0.16%
09/28/2023,1164.45,1167.96,1168.09,1144.47,193.65K,-0.36%
09/27/2023,1168.6,1154.54,1168.6,1141.09,190.47K,1.32%
09/26/2023,1153.37,1161.62,1174.24,1152.44,242.76K,-0.57%
09/25/2023,1159.94,1195.36,1199.65,1159.94,263.86K,-3.15%
09/22/2023,1197.69,1210.14,1210.14,1180.11,362.18K,-1.76%
09/21/2023,1219.19,1234.14,1235.3,1217.78,254.10K,-1.25%
09/20/2023,1234.57,1224.64,1237.21,1221.64,192.77K,0.74%
09/19/2023,1225.5,1224.26,1229.61,1212.51,226.80K,0.15%
09/18/2023,1223.7,1235.2,1236.53,1214.74,210.41K,-1.22%
09/15/2023,1238.81,1235.25,1244.82,1231.77,273.16K,0.38%
09/14/2023,1234.06,1247.87,1255.75,1231.53,287.97K,-1.11%
09/13/2023,1247.95,1258.04,1260.37,1241.95,296.26K,-0.63%
09/12/2023,1255.83,1230.7,1255.83,1227.32,213.41K,2.04%
09/11/2023,1230.71,1251.38,1259.48,1227.4,328.07K,-1.48%
09/08/2023,1249.14,1252.1,1258.33,1247.95,228.78K,-0.48%
09/07/2023,1255.22,1261.35,1268.05,1251.89,274.25K,-0.38%
09/06/2023,1260.03,1246.83,1260.03,1238.44,250.66K,1.24%
09/05/2023,1244.64,1241.49,1248.97,1238.6,252.63K,0.82%
08/31/2023,1234.53,1225.93,1235.71,1225.93,195.05K,0.73%
08/30/2023,1225.56,1215.62,1227.68,1214.77,214.23K,0.83%
08/29/2023,1215.47,1215.97,1217.89,1207.72,206.96K,0.17%
08/28/2023,1213.4,1200.26,1213.61,1199.02,187.94K,1.63%
08/25/2023,1193.93,1201.73,1203.52,1190.54,186.68K,-0.66%
08/24/2023,1201.88,1184.28,1201.95,1180.46,189.18K,1.60%
08/23/2023,1182.97,1206.61,1207.84,1177.5,225.11K,-0.88%
08/22/2023,1193.51,1192.11,1195.97,1158.6,266.99K,0.27%
08/21/2023,1190.32,1190.69,1199.6,1178.54,259.17K,0.02%
08/18/2023,1190.1,1240.54,1243.69,1187.03,424.01K,-4.63%
08/17/2023,1247.82,1257.81,1259.5,1247.82,281.53K,-0.73%
08/16/2023,1256.95,1240.88,1257.57,1240.88,248.29K,1.27%
08/15/2023,1241.24,1244.31,1244.62,1236.55,185.98K,-0.18%
08/14/2023,1243.43,1245.06,1245.96,1234.12,228.14K,0.21%
08/11/2023,1240.77,1235.59,1240.77,1221.03,234.81K,1.19%
08/10/2023,1226.2,1241.59,1243.16,1225,204.53K,-1.10%
08/09/2023,1239.84,1246.12,1248.52,1235.87,249.11K,-0.64%
08/08/2023,1247.81,1252.05,1254.21,1243.84,232.46K,-0.23%
08/07/2023,1250.68,1230.38,1250.68,1230.38,284.03K,1.56%
08/04/2023,1231.42,1211.77,1231.42,1211.77,321.01K,1.70%
08/03/2023,1210.8,1219.88,1223.94,1207.43,264.56K,-0.86%
08/02/2023,1221.32,1220.7,1226.12,1216.67,218.57K,-0.07%
08/01/2023,1222.18,1239.52,1240.99,1222.18,328.43K,-0.70%
07/31/2023,1230.81,1224.47,1230.81,1217.02,294.90K,1.51%
07/28/2023,1212.45,1199.9,1212.45,1197.53,251.64K,1.06%
07/27/2023,1199.68,1201.11,1205.35,1192.35,263.45K,-0.15%
07/26/2023,1201.43,1198.04,1201.43,1195.31,247.53K,0.29%
07/25/2023,1198.01,1195.13,1202.39,1194.89,253.34K,0.41%
07/24/2023,1193.14,1191.3,1194.04,1182.45,265.15K,0.55%
07/21/2023,1186.6,1167.74,1186.6,1166.55,243.82K,1.57%
07/20/2023,1168.26,1164.69,1168.26,1159.64,218.94K,0.26%
07/19/2023,1165.19,1169.64,1171.07,1165.19,198.67K,-0.14%
07/18/2023,1166.82,1163.7,1167.81,1159.05,221.18K,0.19%
07/17/2023,1164.58,1164.52,1166.76,1160.47,238.54K,0.34%
07/14/2023,1160.59,1160.5,1162.16,1146.26,287.04K,0.39%
07/13/2023,1156.11,1152.58,1156.11,1148.71,187.66K,0.83%
07/12/2023,1146.54,1147.63,1150.88,1141.81,223.01K,-0.01%
07/11/2023,1146.67,1144.35,1152.16,1143.6,233.52K,0.31%
07/10/2023,1143.16,1134.97,1143.16,1132.73,247.57K,1.22%
07/07/2023,1129.43,1118.2,1129.43,1116.02,163.61K,0.89%
07/06/2023,1119.44,1129.74,1131.54,1115.91,224.55K,-0.91%
07/05/2023,1129.76,1131.15,1134.68,1128.19,212.15K,0.16%
07/04/2023,1128,1123.54,1128.35,1119.29,163.47K,0.41%
07/03/2023,1123.37,1127.12,1130.09,1120.63,140.25K,0.02%
06/30/2023,1123.13,1125.21,1127.28,1121.21,158.13K,-0.19%
06/29/2023,1125.29,1141.81,1142.72,1125.29,218.03K,-1.39%
06/28/2023,1141.12,1135.89,1143.53,1131.92,254.96K,0.59%
06/27/2023,1134.41,1134.28,1135.65,1128.2,174.32K,0.28%
06/26/2023,1131.23,1130.04,1134.11,1118.53,238.65K,0.40%
06/23/2023,1126.76,1119.02,1127.29,1117.41,231.87K,0.82%
06/22/2023,1117.6,1119.25,1122.6,1115.57,199.39K,0.50%
06/21/2023,1112.07,1104.24,1112.07,1101.27,185.86K,0.71%
06/20/2023,1104.27,1098.92,1104.27,1095.38,145.93K,0.49%
06/19/2023,1098.94,1110.01,1111.21,1098.31,193.10K,-0.91%
06/16/2023,1109.06,1108.59,1125.62,1105.74,320.74K,0.04%
06/15/2023,1108.57,1110.52,1113.23,1104.6,171.34K,-0.18%
06/14/2023,1110.6,1116.53,1123.86,1110.6,230.82K,-0.43%
06/13/2023,1115.39,1110.95,1115.39,1108.5,237.70K,0.52%
06/12/2023,1109.63,1104.08,1109.63,1092.3,180.99K,0.80%
06/09/2023,1100.85,1095.41,1100.85,1089.37,198.75K,0.77%
06/08/2023,1092.46,1107.86,1110.87,1092.46,279.41K,-1.20%
06/07/2023,1105.68,1104.3,1107.09,1100.11,266.66K,0.30%
06/06/2023,1102.32,1091.71,1102.32,1090.95,198.43K,1.03%
06/05/2023,1091.08,1097.53,1100.37,1090.52,215.25K,0.38%
06/02/2023,1086.96,1074.51,1089.22,1073.95,263.65K,1.77%
06/01/2023,1068.09,1065.27,1068.09,1060.29,162.84K,0.17%
05/31/2023,1066.33,1072.72,1074.3,1063.44,193.47K,-0.51%
05/30/2023,1071.82,1073.99,1074.46,1066.98,169.59K,0.19%
05/29/2023,1069.77,1063.62,1070.97,1062.79,133.47K,0.84%
05/26/2023,1060.81,1064.26,1064.95,1060.14,110.97K,-0.13%
05/25/2023,1062.15,1061.16,1064.24,1057.35,137.27K,0.06%
05/24/2023,1061.55,1072.23,1072.52,1060.83,155.56K,-0.61%
05/23/2023,1068.05,1074.26,1076.89,1063.85,171.21K,-0.53%
05/22/2023,1073.74,1070.37,1073.89,1068.55,141.53K,0.46%
05/19/2023,1068.84,1072.77,1072.77,1060.72,122.55K,-0.18%
05/18/2023,1070.76,1065.39,1076.86,1063.08,146.69K,0.82%
05/17/2023,1062.1,1069.54,1073.87,1062.1,153.74K,-0.70%
05/16/2023,1069.64,1072.98,1073.66,1066.92,126.57K,-0.12%
05/15/2023,1070.9,1067.26,1080.72,1067.26,195.78K,0.42%
05/12/2023,1066.44,1056.09,1066.44,1051.75,168.09K,1.09%
05/11/2023,1054.93,1058.02,1061.48,1053.62,129.13K,-0.01%
05/10/2023,1054.99,1051.62,1055.36,1048.6,124.30K,0.51%
05/09/2023,1049.67,1049.86,1054.49,1049.23,104.91K,0.00%
05/08/2023,1049.72,1041.07,1050.56,1041.04,147.57K,1.08%
05/05/2023,1038.46,1038.51,1042.11,1035.07,91.88K,-0.11%
05/04/2023,1039.64,1046.32,1047.93,1038.23,126.65K,-1.12%
04/28/2023,1051.43,1045.38,1051.43,1044.56,140.09K,0.95%
04/27/2023,1041.54,1045.78,1048.26,1040.32,105.51K,-0.35%
04/26/2023,1045.24,1036.3,1045.24,1029.94,125.18K,0.79%
04/25/2023,1037.04,1046.6,1051.54,1036.93,121.26K,-0.87%
04/24/2023,1046.17,1049.24,1054,1041.46,104.50K,0.00%
04/21/2023,1046.18,1054.75,1055.48,1045.78,147.51K,-0.71%
04/20/2023,1053.61,1056.74,1057.82,1050.35,83.44K,-0.24%
04/19/2023,1056.14,1067.67,1067.74,1055.77,140.53K,-0.79%
04/18/2023,1064.55,1067.02,1068.54,1060.75,122.13K,-0.04%
04/17/2023,1065.02,1063.18,1065.4,1058.55,96.96K,0.15%
04/14/2023,1063.43,1078.36,1079.87,1063.43,173.43K,-1.05%
04/13/2023,1074.67,1081.78,1082.21,1072.11,156.89K,-0.56%
04/12/2023,1080.69,1083.06,1084.26,1077.86,196.54K,-0.09%
04/11/2023,1081.71,1075.76,1082.89,1067.28,179.52K,0.40%
04/10/2023,1077.41,1082.62,1087.6,1074.59,192.68K,-0.14%
04/07/2023,1078.88,1079,1080.9,1071.6,139.16K,0.00%
04/06/2023,1078.86,1091.15,1093.99,1078.86,233.21K,-1.01%
04/05/2023,1089.83,1088.33,1089.83,1082.73,193.49K,0.14%
04/04/2023,1088.34,1090.07,1091.13,1084.04,181.86K,-0.03%
04/03/2023,1088.72,1080.9,1088.83,1080.9,231.13K,1.40%
03/31/2023,1073.68,1067.72,1078.15,1067.72,187.27K,0.60%
03/30/2023,1067.24,1067.25,1073.93,1065.52,182.23K,0.55%
03/29/2023,1061.45,1059.87,1061.45,1053.12,136.52K,0.25%
03/28/2023,1058.82,1060.85,1064.68,1055.81,188.77K,0.22%
03/27/2023,1056.45,1052.68,1059.65,1046.8,163.10K,0.48%
03/24/2023,1051.42,1049.05,1056.67,1047.46,157.94K,0.46%
03/23/2023,1046.6,1038.93,1046.6,1033.23,112.09K,0.33%
03/22/2023,1043.14,1035.49,1046.48,1035.04,138.72K,0.78%
03/21/2023,1035.04,1031.34,1036.18,1016.77,138.38K,1.03%
03/20/2023,1024.5,1041.86,1042.07,1021.67,145.47K,-2.22%
03/17/2023,1047.71,1053.48,1055.2,1043.28,181.68K,0.07%
03/16/2023,1046.99,1056.81,1059.61,1039.89,149.06K,-1.63%
03/15/2023,1064.38,1040.63,1064.65,1040.63,188.59K,2.61%
03/14/2023,1037.35,1047.47,1049.35,1032.51,168.37K,-1.21%
03/13/2023,1050.07,1042.6,1053.64,1041.25,194.88K,0.27%
03/10/2023,1047.2,1044.51,1049.45,1039.59,128.92K,-0.29%
03/09/2023,1050.28,1042.11,1056.56,1041.49,184.27K,0.93%
03/08/2023,1040.59,1017.35,1040.59,1017.35,141.32K,1.31%
03/07/2023,1027.16,1025.78,1037.97,1024.02,144.46K,1.27%
03/06/2023,1014.26,1022.57,1034.56,1014.26,116.86K,0.09%
03/03/2023,1013.35,1029.59,1033.71,1011.61,87.58K,-1.50%
03/02/2023,1028.73,1032.84,1037.73,1025.13,89.26K,-0.55%
03/01/2023,1034.43,1013.83,1034.43,1001.05,116.92K,1.92%
02/28/2023,1014.96,1018.66,1026.65,1009.18,89.49K,0.35%
02/27/2023,1011.46,1028.67,1028.67,1006.32,135.20K,-1.84%
02/24/2023,1030.42,1048.22,1048.27,1027.16,95.83K,-1.95%
02/23/2023,1050.95,1050.07,1050.95,1026.92,171.91K,-0.01%
02/22/2023,1051.08,1078.98,1078.98,1051.08,185.39K,-2.76%
02/21/2023,1080.9,1089.77,1096.35,1080.12,162.73K,-0.59%
02/20/2023,1087.36,1052.38,1087.36,1052.36,190.18K,3.19%
02/17/2023,1053.72,1055.29,1057.59,1047.13,121.13K,-0.15%
02/16/2023,1055.26,1047.66,1055.26,1040.01,122.23K,1.14%
02/15/2023,1043.34,1032.58,1048.85,1028.11,180.54K,0.81%
02/14/2023,1034.93,1040.85,1042.96,1030.51,110.77K,-0.53%
02/13/2023,1040.4,1044.49,1045.6,1024.98,156.78K,-0.80%
02/10/2023,1048.74,1060.91,1064.53,1048.13,112.86K,-1.05%
02/09/2023,1059.91,1070.32,1076.48,1059.91,137.75K,-1.25%
02/08/2023,1073.38,1072.08,1082.89,1064.93,154.79K,0.36%
02/07/2023,1069.5,1094.51,1096.93,1068.71,192.82K,-2.27%
02/06/2023,1094.37,1078.72,1094.45,1073.44,144.68K,0.80%
02/03/2023,1085.7,1094.14,1095.87,1081.05,184.37K,-0.71%
02/02/2023,1093.48,1093.55,1099.39,1082.97,164.04K,0.50%
02/01/2023,1088.09,1128.13,1130.2,1088.09,285.54K,-3.29%
01/31/2023,1125.07,1112.6,1125.07,1098.65,197.90K,1.00%
01/30/2023,1113.95,1132.45,1132.97,1113.95,199.04K,-1.48%
01/27/2023,1130.65,1128.45,1142.08,1125.12,166.00K,0.78%
01/19/2023,1121.92,1110.5,1126.12,1108.96,198.68K,0.56%
01/18/2023,1115.72,1106.89,1117.23,1104.98,152.88K,1.09%
01/17/2023,1103.73,1077.48,1103.73,1077.48,207.94K,2.60%
01/16/2023,1075.71,1072.44,1076.97,1066.78,126.80K,0.55%
01/13/2023,1069.86,1071.91,1077.45,1063.68,149.05K,0.34%
01/12/2023,1066.24,1068.47,1072.81,1059.52,113.84K,0.10%
01/11/2023,1065.22,1065.69,1076.22,1063.96,161.51K,0.44%
01/10/2023,1060.53,1062.22,1066.08,1052.09,126.76K,-0.06%
01/09/2023,1061.14,1065.24,1068.77,1056.64,126.31K,0.35%
01/06/2023,1057.4,1060.14,1075.33,1053.29,192.69K,-0.42%
01/05/2023,1061.9,1052.32,1065.99,1051.6,164.27K,1.12%
01/04/2023,1050.15,1051.66,1059.01,1046.61,172.22K,0.28%
01/03/2023,1047.25,1010.52,1047.25,1010.03,159.60K,4.18%
12/30/2022,1005.19,1016.71,1017.45,1005.19,95.62K,-0.31%
12/29/2022,1008.3,1013.95,1022.15,1008.3,121.03K,-0.56%
12/28/2022,1013.95,1009.19,1023.24,997.12,123.26K,0.65%
12/27/2022,1007.36,988.87,1015.01,985.67,153.66K,1.98%
12/26/2022,987.77,1032.42,1033.17,987.77,175.23K,-4.48%
12/23/2022,1034.13,1037.91,1041.37,1022.51,129.85K,-0.41%
12/22/2022,1038.34,1033.72,1048.84,1031.29,188.50K,0.51%
12/21/2022,1033.1,1041.05,1041.65,1011.9,212.81K,0.32%
12/20/2022,1029.79,1048.17,1049.39,1015.66,283.48K,-1.95%
12/19/2022,1050.22,1063.72,1081.55,1050.22,258.39K,-1.30%
12/16/2022,1064.07,1061.58,1077.27,1058.88,249.61K,-0.38%
12/15/2022,1068.08,1055.8,1076.03,1055.49,248.62K,1.13%
12/14/2022,1056.17,1056.76,1071.02,1052.25,192.53K,-0.02%
12/13/2022,1056.43,1038.63,1056.43,1028.37,241.92K,1.83%
12/12/2022,1037.42,1071.27,1073.44,1037.42,219.92K,-2.60%
12/09/2022,1065.08,1069.38,1076.67,1051.62,236.86K,0.22%
12/08/2022,1062.73,1061.99,1093.64,1055.63,304.56K,1.45%
12/07/2022,1047.58,1051.55,1064.73,1037.15,242.09K,-0.61%
12/06/2022,1054.06,1109.5,1109.5,1054.06,405.65K,-5.12%
12/05/2022,1110.94,1094.39,1120.56,1094.39,375.07K,1.64%
12/02/2022,1092.99,1038.11,1092.99,1037.08,331.17K,4.83%
12/01/2022,1042.64,1059.8,1073.32,1040.95,434.44K,-0.63%
11/30/2022,1049.21,1034.78,1049.21,1018.59,264.70K,1.96%
11/29/2022,1029.04,1007.58,1029.04,995.12,366.39K,2.46%
11/28/2022,1004.34,974.42,1006.06,974.23,398.08K,3.81%
11/25/2022,967.49,948.66,967.49,947.56,170.89K,2.84%
11/24/2022,940.76,932.69,941.69,925.55,136.32K,0.22%
11/23/2022,938.73,939.08,951.86,933.26,154.60K,-0.72%
11/22/2022,945.54,956.31,985.18,941.85,368.68K,-1.19%
11/21/2022,956.89,970.64,972.15,951.62,132.09K,-1.47%
11/18/2022,971.2,967.82,977.19,941.18,264.09K,0.02%
11/17/2022,971.04,941.77,975.42,941.77,184.69K,3.27%
11/16/2022,940.29,878.24,942.56,863.31,249.95K,3.93%
11/15/2022,904.77,923.2,927.37,893.49,218.10K,-3.37%
11/14/2022,936.31,945.97,945.97,913.5,211.97K,-1.32%
11/11/2022,948.86,946.68,963.55,941.84,213.49K,1.29%
11/10/2022,936.8,969.79,969.79,925.02,252.59K,-4.38%
11/09/2022,979.68,980.92,993.28,969.19,166.48K,-0.04%
11/08/2022,980.09,957.88,981.51,950.81,185.77K,0.74%
11/07/2022,972.85,992.4,999.43,968.84,179.10K,-2.51%
11/04/2022,997.92,1006.52,1009,971.72,256.47K,-2.53%
11/03/2022,1023.8,1012.9,1029.53,1010.57,120.45K,-0.13%
11/02/2022,1025.18,1037.47,1039.42,1020.48,167.91K,-1.24%
11/01/2022,1038.09,1028.23,1049.77,1028.23,243.89K,1.10%
10/31/2022,1026.84,1027.57,1031.66,999.47,188.84K,-0.26%
10/28/2022,1029.49,1036.94,1046.04,1024.74,147.69K,0.10%
10/27/2022,1028.5,992.95,1028.5,986.54,159.81K,3.85%
10/26/2022,990.41,995.73,999.59,979.4,77.22K,-0.11%
10/25/2022,991.52,971.29,1006.69,950.19,183.29K,1.81%
10/24/2022,973.88,1011.54,1013.24,961.79,170.99K,-3.63%
10/21/2022,1010.57,1055.34,1055.34,1002.09,193.76K,-4.05%
10/20/2022,1053.26,1049.96,1060.79,1041.08,113.71K,-0.04%
10/19/2022,1053.65,1061.12,1062.27,1044.69,102.62K,-0.51%
10/18/2022,1059.06,1061.06,1068.9,1051.85,120.84K,1.13%
10/17/2022,1047.2,1051.23,1051.42,1028.34,117.60K,-1.34%
10/14/2022,1061.39,1068.63,1070.3,1054.82,148.45K,0.97%
10/13/2022,1051.24,1034.2,1051.24,1020.97,127.13K,1.58%
10/12/2022,1034.93,1004.53,1039.33,999,150.97K,3.32%
10/11/2022,1001.68,1031.12,1031.12,987.27,200.93K,-3.59%
10/10/2022,1038.93,1025.48,1052.24,1011.44,178.31K,-0.06%
10/07/2022,1039.54,1064.72,1067.03,1027.64,261.71K,-3.87%
10/06/2022,1081.36,1117.7,1119.76,1079.75,141.26K,-3.22%
10/05/2022,1117.38,1114.6,1128.94,1112.26,114.40K,1.79%
10/04/2022,1097.72,1113.8,1117.87,1088.41,147.87K,-0.39%
10/03/2022,1102,1141.87,1144.95,1094.49,159.89K,-4.34%
09/30/2022,1152.01,1140.18,1158.2,1128.57,154.78K,0.40%
09/29/2022,1147.44,1166.59,1177.21,1147.44,88.05K,-1.14%
09/28/2022,1160.66,1173.82,1177.58,1160.66,92.27K,-1.84%
09/27/2022,1182.46,1190.46,1193.79,1181.43,85.34K,-0.40%
09/26/2022,1187.22,1199.39,1201.89,1172.37,175.24K,-2.32%
09/23/2022,1215.41,1227.34,1230.72,1213.74,88.49K,-1.10%
09/22/2022,1228.94,1217.63,1229.26,1210.65,98.66K,0.06%
09/21/2022,1228.2,1235.84,1236.05,1223.02,76.49K,-1.04%
09/20/2022,1241.07,1235.93,1241.07,1224.96,94.43K,0.91%
09/19/2022,1229.88,1251.43,1253.45,1225.18,152.50K,-1.83%
09/16/2022,1252.78,1259.9,1263.97,1248.13,155.33K,-0.80%
09/15/2022,1262.82,1267.24,1269.54,1260.51,101.06K,0.15%
