Date,Price,Open,High,Low,Vol.,Change %
09/14/2022,1260.88,1254.44,1262.8,1250.98,142.29K,-0.91%
09/13/2022,1272.48,1277.48,1279.55,1271.22,94.07K,-0.24%
09/12/2022,1275.6,1281.62,1285.17,1275.45,100.04K,0.00%
09/09/2022,1275.64,1273.37,1275.64,1259.35,161.75K,0.80%
09/08/2022,1265.57,1277.63,1279.34,1265.57,124.24K,-0.27%
09/07/2022,1268.95,1297.31,1298.17,1268.95,187.24K,-2.32%
09/06/2022,1299.06,1298.74,1305.9,1296.58,121.91K,0.07%
09/05/2022,1298.15,1300.5,1305.62,1294.44,110.01K,-0.25%
08/31/2022,1301.44,1295.71,1306.45,1294.34,103.56K,0.25%
08/30/2022,1298.14,1293.41,1307.12,1293.41,112.86K,0.38%
08/29/2022,1293.25,1296.03,1296.03,1275.4,174.33K,-1.04%
08/26/2022,1306.81,1314.73,1320.16,1304.68,152.92K,-0.36%
08/25/2022,1311.55,1299.26,1311.55,1299.26,127.47K,1.17%
08/24/2022,1296.41,1295.07,1300.4,1291.96,113.65K,0.34%
08/23/2022,1292,1276.09,1292,1275.57,130.49K,0.51%
08/22/2022,1285.45,1294.78,1295.69,1281.96,128.87K,-0.73%
08/19/2022,1294.93,1297.97,1303.73,1289.57,154.23K,-0.38%
08/18/2022,1299.93,1299.09,1311.73,1295.54,162.05K,-0.04%
08/17/2022,1300.4,1297.25,1304.49,1296.58,146.61K,0.41%
08/16/2022,1295.1,1293.72,1297.38,1290.52,155.26K,0.10%
08/15/2022,1293.79,1287.13,1294.11,1285.02,149.05K,1.00%
08/12/2022,1280.96,1271.39,1280.96,1267.14,113.93K,0.68%
08/11/2022,1272.33,1282.09,1289.29,1267.04,175.28K,-0.38%
08/10/2022,1277.15,1279.58,1283.06,1276.07,117.05K,-0.33%
08/09/2022,1281.44,1281.38,1285.52,1275.12,161.80K,0.37%
08/08/2022,1276.7,1270.27,1280.13,1270.13,141.95K,0.36%
08/05/2022,1272.06,1274.48,1276.19,1265.93,172.67K,-0.44%
08/04/2022,1277.73,1273.71,1281.46,1270.66,164.09K,0.62%
08/03/2022,1269.83,1259.26,1271.39,1256.39,184.35K,0.30%
08/02/2022,1265.97,1256.32,1266.14,1248.97,172.18K,0.77%
08/01/2022,1256.25,1233.85,1256.25,1233.64,175.84K,1.97%
07/29/2022,1232,1243.17,1243.17,1232,142.29K,-0.33%
07/28/2022,1236.14,1228.73,1240.65,1226.95,180.06K,1.37%
07/27/2022,1219.43,1218.13,1219.43,1211.42,95.58K,0.08%
07/26/2022,1218.49,1221.43,1227.1,1218.11,93.44K,-0.34%
07/25/2022,1222.6,1228.11,1231.84,1219.61,94.34K,-0.51%
07/22/2022,1228.84,1238.46,1241.65,1228.84,106.14K,-0.52%
07/21/2022,1235.25,1227.31,1240.91,1226.88,127.72K,0.79%
07/20/2022,1225.62,1220.25,1229.62,1217.45,123.38K,1.15%
07/19/2022,1211.7,1213.55,1213.64,1204.61,100.59K,-0.21%
07/18/2022,1214.28,1225.4,1225.69,1213.28,104.04K,-0.48%
07/15/2022,1220.14,1224.15,1228.48,1217.21,147.67K,-0.15%
07/14/2022,1221.94,1213.73,1224.01,1211.14,106.76K,0.41%
07/13/2022,1216.94,1216.83,1225.85,1213.41,117.18K,-0.21%
07/12/2022,1219.44,1208.06,1219.44,1204.84,88.68K,0.86%
07/11/2022,1209.02,1224.2,1224.2,1200.15,131.00K,-1.83%
07/08/2022,1231.54,1235.65,1236.85,1225.04,115.99K,0.19%
07/07/2022,1229.23,1212.36,1229.23,1209.97,98.64K,1.43%
07/06/2022,1211.94,1241.19,1241.19,1211.94,131.18K,-2.42%
07/05/2022,1242.05,1252.48,1256.47,1239.8,162.03K,-0.51%
07/04/2022,1248.37,1256.2,1260.72,1244.5,112.84K,-0.31%
07/01/2022,1252.24,1247.7,1255.67,1225.64,118.89K,0.27%
06/30/2022,1248.92,1273.99,1276.23,1248.92,118.01K,-1.92%
06/29/2022,1273.4,1259.83,1274.73,1259.41,113.30K,0.00%
06/28/2022,1273.41,1254.35,1276.21,1249.57,151.57K,1.33%
06/27/2022,1256.67,1238.23,1256.67,1237.79,110.60K,1.72%
06/24/2022,1235.47,1239.54,1246.22,1234.72,90.44K,-0.41%
06/23/2022,1240.58,1227.18,1240.58,1219.08,105.24K,1.09%
06/22/2022,1227.18,1233.28,1242.06,1222.86,142.70K,0.22%
06/21/2022,1224.54,1220.76,1240.8,1212.69,172.80K,-0.08%
06/20/2022,1225.56,1258.3,1262.83,1223.03,168.77K,-2.58%
06/17/2022,1258.03,1254.05,1259.39,1229.74,187.30K,-1.74%
06/16/2022,1280.37,1266.87,1292.02,1263.56,156.46K,2.18%
06/15/2022,1253.09,1263.96,1268.33,1231.12,167.43K,-0.64%
06/14/2022,1261.16,1247.39,1271.28,1245.26,145.64K,0.02%
06/13/2022,1260.85,1295.26,1300.45,1260.85,199.02K,-4.89%
06/10/2022,1325.69,1332.93,1344.85,1325.69,136.59K,-1.28%
06/09/2022,1342.92,1344.56,1346.13,1335.28,126.60K,0.07%
06/08/2022,1342.03,1328.95,1348.4,1325.65,163.07K,1.33%
06/07/2022,1324.37,1323.19,1324.37,1297.98,153.98K,-0.20%
06/06/2022,1327.04,1328.73,1336.96,1320.97,132.83K,-0.03%
06/03/2022,1327.4,1325.49,1329.9,1313.4,100.18K,0.14%
06/02/2022,1325.49,1339.12,1342.47,1319.85,133.90K,-0.75%
06/01/2022,1335.49,1329.02,1341.47,1323.07,127.58K,0.22%
05/31/2022,1332.59,1342.08,1342.08,1324.46,127.92K,-0.77%
05/30/2022,1342.87,1337.39,1342.87,1329.38,121.53K,0.54%
05/27/2022,1335.68,1311.78,1336.99,1310.64,139.41K,2.00%
05/26/2022,1309.5,1312.56,1319.21,1304.59,127.93K,-0.09%
05/25/2022,1310.7,1277.54,1311.32,1273.29,172.70K,2.98%
05/24/2022,1272.71,1255.77,1272.71,1242.36,146.37K,1.38%
05/23/2022,1255.35,1287.49,1287.65,1245.41,139.33K,-2.12%
05/20/2022,1282.51,1284.89,1296,1273.4,110.10K,-0.08%
05/19/2022,1283.55,1259.59,1291.49,1255.63,130.08K,-0.22%
05/18/2022,1286.41,1289.5,1298.69,1268.13,159.94K,0.54%
05/17/2022,1279.55,1211.88,1279.55,1203.51,161.82K,5.31%
05/16/2022,1215.08,1254.88,1258.25,1214.29,172.77K,-0.71%
05/13/2022,1223.76,1281.28,1284.94,1219.52,237.56K,-4.38%
05/12/2022,1279.76,1337.01,1339.25,1279.48,163.22K,-5.19%
05/11/2022,1349.82,1344.14,1355.11,1324.2,94.77K,0.32%
05/10/2022,1345.46,1312.1,1345.46,1285.67,157.23K,2.39%
05/09/2022,1314.04,1358.56,1360.64,1308.34,200.88K,-4.31%
05/06/2022,1373.21,1399.54,1399.54,1371,129.91K,-2.25%
05/05/2022,1404.88,1402.6,1405.43,1373.42,122.13K,1.10%
05/04/2022,1389.59,1415.43,1415.45,1389.59,114.19K,-1.96%
04/29/2022,1417.31,1400.88,1417.31,1394.17,128.04K,1.17%
04/28/2022,1400.88,1400.6,1407.82,1392.24,91.68K,-0.08%
04/27/2022,1402.03,1394.85,1407.7,1362.87,108.12K,0.37%
04/26/2022,1396.9,1347.83,1397.43,1318.5,181.78K,2.23%
04/25/2022,1366.39,1444.79,1445.62,1356.36,202.43K,-5.40%
04/22/2022,1444.32,1439.32,1455.15,1419.05,150.76K,1.22%
04/21/2022,1426.87,1434.77,1452.41,1422.7,172.36K,-0.60%
04/20/2022,1435.5,1440.9,1453.81,1434.87,150.22K,-0.35%
04/19/2022,1440.61,1471.63,1478.5,1440.61,156.62K,-1.88%
04/18/2022,1468.25,1493.17,1493.24,1466.73,194.44K,-1.71%
04/15/2022,1493.74,1514.89,1518.85,1491.26,181.77K,-1.60%
04/14/2022,1518.01,1526.49,1534.28,1517.07,119.61K,-0.48%
04/13/2022,1525.39,1512.37,1526.44,1506.45,143.87K,1.21%
04/12/2022,1507.2,1530.3,1532.03,1506.41,152.48K,-1.12%
04/08/2022,1524.31,1541.78,1547.6,1524.31,156.34K,-1.14%
04/07/2022,1541.96,1561.14,1566.09,1541.96,198.97K,-0.97%
04/06/2022,1557.11,1534.23,1558.41,1529.23,203.57K,1.16%
04/05/2022,1539.2,1544.34,1549.77,1539.2,125.17K,-0.57%
04/04/2022,1548.04,1558.21,1558.98,1546.46,160.18K,0.36%
04/01/2022,1542.47,1509.01,1542.47,1506.11,195.61K,2.25%
03/31/2022,1508.53,1502.38,1512.47,1500.67,121.69K,0.55%
03/30/2022,1500.23,1497.98,1513.91,1496.59,163.90K,-0.02%
03/29/2022,1500.57,1484.95,1501.05,1484.95,110.33K,1.11%
03/28/2022,1484.16,1493.12,1497.06,1477.72,177.24K,-0.95%
03/25/2022,1498.36,1499.34,1503.18,1494.28,109.44K,0.06%
03/24/2022,1497.44,1506.49,1506.79,1496.96,115.64K,-0.54%
03/23/2022,1505.59,1514.61,1519.58,1505.59,132.33K,-0.52%
03/22/2022,1513.4,1507.38,1516.7,1506.1,155.23K,0.71%
03/21/2022,1502.67,1480.29,1502.67,1480.29,124.70K,1.74%
03/18/2022,1476.94,1474.02,1482.96,1474.02,148.42K,0.48%
03/17/2022,1469.92,1480.32,1480.86,1469.92,109.38K,-0.19%
03/16/2022,1472.69,1475.17,1478.42,1467.95,106.84K,0.26%
03/15/2022,1468.89,1461.4,1469.52,1455.16,136.42K,0.53%
03/14/2022,1461.1,1471.44,1473.98,1454.34,177.21K,-1.09%
03/11/2022,1477.14,1487.92,1490.83,1469.22,178.19K,-0.88%
03/10/2022,1490.24,1491.9,1505.5,1490.24,148.75K,0.07%
03/09/2022,1489.25,1493.96,1497.75,1485.15,190.16K,-0.06%
